device_category,device_mobile_brand_name,device_browser,customer_id,user_pseudo_id,event_timestamp,device_language,country,source,medium,event_name,ga_session_number,ga_session_id,item_id,transaction_id,total_item_quantity,unique_items,purchase_revenue,partition_date,partition_month
mobile,Xiaomi,Chrome,833,803898,2022-01-01 00:00:00,zh,Japan,Google,Social,add_to_cart,860,258633,9772,16.0,9,2,166.27494529027356,2022-01-01,12
tablet,Xiaomi,Safari,925,149949,2022-01-01 01:00:00,en,Taiwan,Referral,CPC,add_to_cart,223,761855,4319,76.0,3,1,248.4960167716722,2022-01-02,12
tablet,Apple,Edge,462,924232,2022-01-01 02:00:00,zh,Taiwan,Facebook,CPC,page_view,933,738479,6269,282.0,3,3,490.8283151922036,2022-01-03,12
mobile,Xiaomi,Safari,799,406634,2022-01-01 03:00:00,zh,Taiwan,Direct,CPC,purchase,158,251151,1390,416.0,4,4,207.78568852018824,2022-01-04,12
desktop,Xiaomi,Firefox,65,644300,2022-01-01 04:00:00,zh,Japan,Google,CPC,purchase,597,928504,5584,125.0,5,1,358.53278483254536,2022-01-05,12
tablet,Oppo,Firefox,788,948430,2022-01-01 05:00:00,jp,Taiwan,Facebook,Organic,purchase,31,414870,4303,86.0,1,4,50.43264034799392,2022-01-06,12
tablet,Other,Firefox,293,333600,2022-01-01 06:00:00,fr,France,Google,Social,purchase,56,913321,9725,305.0,7,1,32.27145364063672,2022-01-07,12
desktop,Apple,Safari,965,278363,2022-01-01 07:00:00,en,USA,Direct,Social,add_to_cart,967,993018,4419,158.0,1,3,320.98067197606196,2022-01-08,12
mobile,Other,Chrome,493,720338,2022-01-01 08:00:00,fr,Taiwan,Direct,Social,page_view,393,158480,7126,101.0,9,3,102.92281057786985,2022-01-09,12
tablet,Samsung,Firefox,622,585348,2022-01-01 09:00:00,zh,Japan,Direct,CPC,purchase,267,319376,2752,381.0,6,4,444.53265771835174,2022-01-10,12
mobile,Samsung,Safari,773,359297,2022-01-01 10:00:00,fr,Taiwan,Facebook,CPC,purchase,396,971220,9687,188.0,5,2,396.74116346970675,2022-01-11,12
desktop,Other,Safari,248,753399,2022-01-01 11:00:00,fr,Japan,Referral,CPC,purchase,372,326684,7410,151.0,6,1,40.297479415079,2022-01-12,12
mobile,Apple,Safari,465,281432,2022-01-01 12:00:00,zh,Taiwan,Direct,Social,purchase,210,782970,6601,143.0,3,4,124.81077191407223,2022-01-13,12
mobile,Other,Firefox,551,186223,2022-01-01 13:00:00,en,Japan,Google,Social,page_view,727,605089,4583,247.0,3,1,475.53551962841135,2022-01-14,12
desktop,Other,Edge,973,767791,2022-01-01 14:00:00,jp,USA,Referral,Organic,page_view,256,836971,6257,82.0,9,1,459.5134155588699,2022-01-15,12
mobile,Oppo,Edge,517,106951,2022-01-01 15:00:00,en,USA,Referral,CPC,purchase,165,710880,8503,339.0,4,1,153.65672845589464,2022-01-16,12
tablet,Xiaomi,Safari,96,595790,2022-01-01 16:00:00,fr,Taiwan,Referral,CPC,add_to_cart,398,912702,8048,394.0,3,2,348.9316072108788,2022-01-17,12
mobile,Oppo,Edge,245,358364,2022-01-01 17:00:00,zh,USA,Google,Social,add_to_cart,427,795713,6142,278.0,9,2,281.9453416771468,2022-01-18,12
mobile,Apple,Edge,595,653736,2022-01-01 18:00:00,fr,France,Google,Organic,page_view,229,169550,6161,54.0,8,3,176.61332205290677,2022-01-19,12
mobile,Oppo,Chrome,206,604832,2022-01-01 19:00:00,en,Japan,Facebook,Social,purchase,623,477626,2897,316.0,5,2,271.1907952368509,2022-01-20,12
desktop,Samsung,Chrome,427,838886,2022-01-01 20:00:00,zh,Japan,Referral,CPC,add_to_cart,851,389391,6785,361.0,5,1,311.54918164192514,2022-01-21,12
mobile,Other,Chrome,547,837585,2022-01-01 21:00:00,en,Taiwan,Facebook,Organic,page_view,412,126173,1750,323.0,1,1,210.93622915337113,2022-01-22,12
desktop,Samsung,Firefox,680,157227,2022-01-01 22:00:00,fr,USA,Referral,Organic,add_to_cart,750,720903,3787,93.0,2,2,237.5179765510396,2022-01-23,12
tablet,Apple,Safari,129,625919,2022-01-01 23:00:00,fr,France,Google,CPC,add_to_cart,636,658941,6294,160.0,6,2,212.44614978978757,2022-01-24,12
desktop,Apple,Edge,733,647174,2022-01-02 00:00:00,fr,France,Google,Social,add_to_cart,390,468814,5793,463.0,6,2,125.12261085908561,2022-01-25,12
tablet,Apple,Firefox,806,844532,2022-01-02 01:00:00,jp,Japan,Facebook,Organic,page_view,483,396723,8818,451.0,6,3,125.86531677113395,2022-01-26,12
mobile,Oppo,Edge,937,685892,2022-01-02 02:00:00,en,France,Google,Organic,page_view,249,590163,2465,352.0,2,4,361.618336141349,2022-01-27,12
desktop,Samsung,Safari,353,248445,2022-01-02 03:00:00,en,Japan,Google,CPC,page_view,695,234995,4469,362.0,4,2,475.16986084464406,2022-01-28,12
tablet,Other,Safari,999,573803,2022-01-02 04:00:00,jp,Japan,Referral,CPC,page_view,536,979945,7810,220.0,7,4,227.6572857334446,2022-01-29,12
mobile,Other,Chrome,187,379378,2022-01-02 05:00:00,en,Taiwan,Direct,Organic,purchase,787,292096,3370,203.0,8,1,286.2890838994957,2022-01-30,12
desktop,Other,Chrome,3,543111,2022-01-02 06:00:00,fr,USA,Google,Social,purchase,887,706422,4106,96.0,5,1,23.52392715403682,2022-01-31,12
desktop,Samsung,Firefox,918,627808,2022-01-02 07:00:00,en,USA,Google,Social,add_to_cart,931,819488,1277,366.0,5,1,51.06225727495291,2022-02-01,12
mobile,Oppo,Firefox,690,877837,2022-01-02 08:00:00,en,Taiwan,Google,Organic,add_to_cart,784,480444,5680,140.0,4,1,366.05728782789265,2022-02-02,12
