device_category,device_mobile_brand_name,device_browser,customer_id,user_pseudo_id,event_timestamp,device_language,country,source,medium,event_name,ga_session_number,ga_session_id,item_id,transaction_id,total_item_quantity,unique_items,purchase_revenue,partition_date,partition_month
desktop,Oppo,Edge,176,387068,2022-01-01 00:00:00,zh,Taiwan,Google,Social,page_view,450,120724,8654,441.0,1,1,45.05833465264502,2022-01-01,09
desktop,Oppo,Edge,841,751662,2022-01-01 01:00:00,en,Japan,Facebook,Social,add_to_cart,974,113610,2439,444.0,9,4,323.5946937527168,2022-01-02,09
tablet,Other,Safari,113,247831,2022-01-01 02:00:00,en,Japan,Facebook,CPC,add_to_cart,566,562866,210,56.0,1,3,340.60045848217504,2022-01-03,09
mobile,Other,Chrome,315,899709,2022-01-01 03:00:00,fr,USA,Referral,CPC,page_view,325,170833,6117,237.0,1,2,458.4865950826263,2022-01-04,09
mobile,Oppo,Edge,913,828967,2022-01-01 04:00:00,en,USA,Direct,Organic,purchase,421,821303,4239,172.0,7,3,458.2797666827513,2022-01-05,09
mobile,Oppo,Safari,73,562250,2022-01-01 05:00:00,zh,Taiwan,Referral,Social,purchase,333,842110,5198,422.0,4,1,21.58950689404774,2022-01-06,09
desktop,Samsung,Edge,15,650264,2022-01-01 06:00:00,fr,France,Google,Social,purchase,59,429194,8760,226.0,5,4,151.95611332585014,2022-01-07,09
desktop,Other,Firefox,599,302787,2022-01-01 07:00:00,jp,Japan,Direct,CPC,add_to_cart,575,521616,892,8.0,4,2,181.59549374317922,2022-01-08,09
mobile,Other,Edge,325,630800,2022-01-01 08:00:00,en,USA,Facebook,Social,page_view,82,495061,9556,88.0,6,2,489.1143691532593,2022-01-09,09
tablet,Oppo,Chrome,307,624718,2022-01-01 09:00:00,zh,Taiwan,Facebook,Social,page_view,135,937960,4770,340.0,8,2,209.0284031772012,2022-01-10,09
tablet,Other,Edge,347,230534,2022-01-01 10:00:00,en,France,Google,CPC,page_view,704,251853,1439,147.0,9,2,459.6477799528476,2022-01-11,09
desktop,Xiaomi,Chrome,647,111189,2022-01-01 11:00:00,fr,France,Referral,CPC,page_view,570,763992,2608,329.0,5,3,333.6105385557444,2022-01-12,09
mobile,Apple,Firefox,188,589967,2022-01-01 12:00:00,jp,Japan,Direct,CPC,add_to_cart,746,710990,2421,195.0,6,4,182.0584674348417,2022-01-13,09
mobile,Samsung,Chrome,533,858119,2022-01-01 13:00:00,zh,Japan,Referral,Social,purchase,859,474450,3251,352.0,9,1,415.1556897014192,2022-01-14,09
mobile,Apple,Firefox,693,838191,2022-01-01 14:00:00,zh,Taiwan,Referral,Organic,page_view,710,699664,9282,299.0,1,1,484.76600871822507,2022-01-15,09
mobile,Xiaomi,Edge,360,508338,2022-01-01 15:00:00,fr,USA,Facebook,Social,add_to_cart,834,779405,3423,169.0,9,1,470.28168028574675,2022-01-16,09
mobile,Oppo,Chrome,190,802520,2022-01-01 16:00:00,fr,Japan,Direct,Social,purchase,376,965935,2481,108.0,9,4,244.22336675304348,2022-01-17,09
desktop,Samsung,Safari,770,223677,2022-01-01 17:00:00,zh,France,Google,CPC,purchase,207,976151,3592,407.0,6,3,144.673239618406,2022-01-18,09
mobile,Apple,Chrome,583,381215,2022-01-01 18:00:00,fr,Taiwan,Google,CPC,purchase,956,422524,668,34.0,6,2,352.8797197594435,2022-01-19,09
mobile,Samsung,Firefox,23,422152,2022-01-01 19:00:00,zh,France,Facebook,CPC,page_view,293,969554,8232,480.0,8,2,381.6983667782026,2022-01-20,09
mobile,Other,Edge,327,906929,2022-01-01 20:00:00,jp,Japan,Facebook,CPC,add_to_cart,756,350959,6175,3.0,4,1,340.1673052341022,2022-01-21,09
tablet,Other,Firefox,790,155341,2022-01-01 21:00:00,jp,France,Google,Organic,add_to_cart,429,448987,3276,266.0,1,2,340.7213026473446,2022-01-22,09
desktop,Samsung,Firefox,494,974374,2022-01-01 22:00:00,zh,USA,Direct,Organic,purchase,233,417462,806,186.0,6,3,457.9972784282811,2022-01-23,09
desktop,Apple,Safari,458,132318,2022-01-01 23:00:00,en,USA,Direct,Social,purchase,524,478556,7691,397.0,5,4,386.9890115693299,2022-01-24,09
tablet,Oppo,Edge,611,858192,2022-01-02 00:00:00,en,France,Direct,CPC,page_view,7,426404,587,362.0,1,4,65.74659658120737,2022-01-25,09
tablet,Other,Chrome,471,356701,2022-01-02 01:00:00,fr,France,Facebook,Social,page_view,418,836891,1265,297.0,2,3,252.51727832252266,2022-01-26,09
tablet,Apple,Edge,179,273257,2022-01-02 02:00:00,zh,Japan,Google,Organic,page_view,196,208315,7322,64.0,7,1,129.91264266492163,2022-01-27,09
tablet,Other,Firefox,754,446968,2022-01-02 03:00:00,en,Japan,Google,Social,page_view,568,919984,552,25.0,5,2,432.6815106052246,2022-01-28,09
tablet,Xiaomi,Safari,167,842678,2022-01-02 04:00:00,jp,Taiwan,Google,Organic,add_to_cart,69,203859,170,437.0,6,2,394.03612410614465,2022-01-29,09
mobile,Other,Safari,465,911035,2022-01-02 05:00:00,fr,USA,Referral,Social,purchase,783,951044,9635,352.0,6,1,300.05945584908795,2022-01-30,09
tablet,Apple,Safari,173,117487,2022-01-02 06:00:00,jp,France,Facebook,Social,purchase,764,764623,701,310.0,6,3,410.6600916664741,2022-01-31,09
mobile,Xiaomi,Firefox,915,710359,2022-01-02 07:00:00,fr,Taiwan,Facebook,CPC,purchase,497,997834,2896,410.0,8,3,458.73361328114817,2022-02-01,09
tablet,Oppo,Firefox,864,790418,2022-01-02 08:00:00,jp,Japan,Facebook,CPC,page_view,245,611205,6957,462.0,1,1,256.1435587965633,2022-02-02,09
tablet,Apple,Safari,859,136120,2022-01-02 09:00:00,en,France,Direct,Organic,page_view,209,992810,2585,29.0,8,1,98.67077559561935,2022-02-03,09
tablet,Other,Edge,286,182597,2022-01-02 10:00:00,en,Japan,Facebook,Organic,page_view,427,765826,9740,10.0,9,3,27.4633460466986,2022-02-04,09
desktop,Other,Chrome,216,878671,2022-01-02 11:00:00,fr,France,Direct,CPC,page_view,359,117455,2563,106.0,7,3,258.0809472502001,2022-02-05,09
mobile,Apple,Firefox,786,807696,2022-01-02 12:00:00,zh,Taiwan,Referral,CPC,page_view,145,249489,7617,447.0,3,3,438.8445334306732,2022-02-06,09
tablet,Samsung,Safari,341,933076,2022-01-02 13:00:00,fr,USA,Referral,Organic,add_to_cart,838,652607,4672,415.0,4,3,47.82865957589449,2022-02-07,09
tablet,Xiaomi,Safari,372,739433,2022-01-02 14:00:00,jp,France,Referral,Organic,purchase,771,442395,9812,375.0,7,4,273.5391427726923,2022-02-08,09
tablet,Samsung,Firefox,125,954420,2022-01-02 15:00:00,en,France,Google,Organic,purchase,290,303760,8454,41.0,7,4,440.8022775090056,2022-02-09,09
tablet,Oppo,Firefox,549,713893,2022-01-02 16:00:00,jp,USA,Facebook,Organic,page_view,653,714763,6312,283.0,8,1,365.09453123863096,2022-02-10,09
tablet,Apple,Edge,702,861599,2022-01-02 17:00:00,zh,France,Google,Social,purchase,487,972391,914,183.0,6,1,369.01209283550764,2022-02-11,09
mobile,Xiaomi,Safari,517,132606,2022-01-02 18:00:00,en,Taiwan,Google,Organic,page_view,407,791781,5392,29.0,6,4,169.3034456163063,2022-02-12,09
mobile,Oppo,Safari,49,386658,2022-01-02 19:00:00,fr,France,Google,Social,purchase,413,805324,677,425.0,7,4,491.73396246155033,2022-02-13,09
mobile,Oppo,Firefox,495,647798,2022-01-02 20:00:00,en,Taiwan,Direct,Social,add_to_cart,174,643585,1084,468.0,5,3,9.430813175683,2022-02-14,09
mobile,Other,Chrome,217,371376,2022-01-02 21:00:00,zh,Japan,Google,Organic,purchase,722,258869,6768,30.0,3,4,286.4922499644817,2022-02-15,09
tablet,Other,Edge,68,422703,2022-01-02 22:00:00,jp,Japan,Referral,Social,add_to_cart,498,255613,1234,173.0,2,2,75.55539658914458,2022-02-16,09
mobile,Apple,Edge,226,621175,2022-01-02 23:00:00,fr,Japan,Google,Social,add_to_cart,808,737942,4029,98.0,4,3,137.15126985900807,2022-02-17,09
