device_category,device_mobile_brand_name,device_browser,customer_id,user_pseudo_id,event_timestamp,device_language,country,source,medium,event_name,ga_session_number,ga_session_id,item_id,transaction_id,total_item_quantity,unique_items,purchase_revenue,partition_date,partition_month
desktop,Other,Edge,28,937844,2022-01-01 00:00:00,en,Japan,Referral,Organic,add_to_cart,37,914337,8010,332.0,3,4,485.96789673671674,2022-01-01,05
mobile,Oppo,Edge,114,547283,2022-01-01 01:00:00,en,Taiwan,Facebook,Organic,add_to_cart,777,998813,9463,76.0,5,2,170.88651468446864,2022-01-02,05
desktop,Xiaomi,Firefox,697,351259,2022-01-01 02:00:00,en,Taiwan,Direct,Social,purchase,424,688992,9902,59.0,5,3,331.54316529055427,2022-01-03,05
desktop,Apple,Safari,503,607096,2022-01-01 03:00:00,en,Japan,Google,Organic,page_view,983,875349,2045,211.0,5,1,303.1585283833758,2022-01-04,05
mobile,Other,Chrome,678,894223,2022-01-01 04:00:00,fr,France,Facebook,Social,page_view,46,238390,2168,303.0,4,3,266.31871230983,2022-01-05,05
desktop,Other,Firefox,487,788262,2022-01-01 05:00:00,zh,Japan,Google,CPC,add_to_cart,273,424298,2359,288.0,3,2,267.93045511046057,2022-01-06,05
tablet,Oppo,Safari,168,694762,2022-01-01 06:00:00,jp,France,Google,Organic,purchase,425,909737,160,165.0,6,3,211.40475591260704,2022-01-07,05
tablet,Other,Chrome,650,615367,2022-01-01 07:00:00,en,France,Facebook,CPC,page_view,655,553161,7458,118.0,8,2,279.219444494533,2022-01-08,05
desktop,Samsung,Edge,648,996738,2022-01-01 08:00:00,zh,USA,Direct,Organic,page_view,704,691526,4866,422.0,5,3,171.35984196933882,2022-01-09,05
mobile,Apple,Safari,72,405007,2022-01-01 09:00:00,jp,USA,Google,Social,page_view,457,823595,4414,430.0,8,2,118.1338637939635,2022-01-10,05
tablet,Samsung,Firefox,337,538057,2022-01-01 10:00:00,jp,Taiwan,Referral,Organic,add_to_cart,306,473496,494,471.0,2,4,148.70241279501641,2022-01-11,05
tablet,Apple,Chrome,605,173142,2022-01-01 11:00:00,fr,USA,Direct,CPC,add_to_cart,405,899467,4107,403.0,1,3,256.1210026931749,2022-01-12,05
mobile,Xiaomi,Safari,820,251015,2022-01-01 12:00:00,zh,France,Google,Social,purchase,539,587663,1721,259.0,9,3,318.7447329607982,2022-01-13,05
desktop,Apple,Safari,903,541206,2022-01-01 13:00:00,fr,USA,Direct,Organic,purchase,748,835069,393,81.0,2,2,390.9950878906532,2022-01-14,05
