device_category,device_mobile_brand_name,device_browser,customer_id,user_pseudo_id,event_timestamp,device_language,country,source,medium,event_name,ga_session_number,ga_session_id,item_id,transaction_id,total_item_quantity,unique_items,purchase_revenue,partition_date,partition_month
desktop,Oppo,Edge,309,222732,2022-01-01 00:00:00,en,France,Referral,CPC,page_view,644,770689,8859,148.0,4,1,481.28924259329096,2022-01-01,10
tablet,Xiaomi,Safari,542,832324,2022-01-01 01:00:00,zh,USA,Google,CPC,purchase,207,425356,1692,54.0,9,1,43.95027548077094,2022-01-02,10
desktop,Oppo,Safari,466,841265,2022-01-01 02:00:00,en,Japan,Referral,CPC,page_view,894,958381,8973,239.0,6,1,215.78762958469295,2022-01-03,10
desktop,Other,Safari,230,557853,2022-01-01 03:00:00,jp,USA,Facebook,Organic,purchase,930,935416,8152,491.0,3,3,169.87802050780803,2022-01-04,10
desktop,Other,Edge,266,785574,2022-01-01 04:00:00,jp,USA,Referral,Social,purchase,919,236509,1585,463.0,3,4,343.2982837292516,2022-01-05,10
tablet,Xiaomi,Safari,377,775061,2022-01-01 05:00:00,zh,Japan,Google,Organic,purchase,134,286760,7143,37.0,8,3,78.17172687843023,2022-01-06,10
desktop,Apple,Edge,784,521781,2022-01-01 06:00:00,zh,USA,Direct,CPC,purchase,965,769045,7097,267.0,3,2,252.1808529083702,2022-01-07,10
tablet,Xiaomi,Chrome,577,420472,2022-01-01 07:00:00,fr,France,Facebook,CPC,purchase,820,619475,1550,191.0,1,1,63.47695593257316,2022-01-08,10
desktop,Samsung,Firefox,435,157661,2022-01-01 08:00:00,zh,Japan,Direct,Social,add_to_cart,204,501986,6481,421.0,8,2,24.540498922693143,2022-01-09,10
mobile,Xiaomi,Firefox,801,840332,2022-01-01 09:00:00,jp,USA,Google,Organic,page_view,368,625224,9204,374.0,3,3,233.63749664831914,2022-01-10,10
desktop,Oppo,Chrome,676,353606,2022-01-01 10:00:00,fr,Japan,Google,Organic,add_to_cart,420,665145,4166,314.0,3,2,441.3860731709596,2022-01-11,10
tablet,Xiaomi,Chrome,718,137051,2022-01-01 11:00:00,fr,France,Direct,CPC,purchase,692,203019,4118,300.0,8,4,319.01274139635325,2022-01-12,10
desktop,Xiaomi,Chrome,254,488158,2022-01-01 12:00:00,zh,USA,Facebook,Social,purchase,627,426561,4745,274.0,4,3,216.49964628843946,2022-01-13,10
desktop,Other,Chrome,53,527509,2022-01-01 13:00:00,fr,France,Google,Social,purchase,5,215600,3991,416.0,5,3,125.67809315901467,2022-01-14,10
tablet,Xiaomi,Chrome,407,559207,2022-01-01 14:00:00,zh,Taiwan,Referral,Organic,page_view,91,107218,9554,210.0,6,2,172.28539674502153,2022-01-15,10
desktop,Samsung,Firefox,492,148746,2022-01-01 15:00:00,fr,Japan,Referral,Organic,purchase,22,578304,1140,10.0,4,3,477.1735835818763,2022-01-16,10
mobile,Other,Chrome,211,863481,2022-01-01 16:00:00,en,Taiwan,Google,CPC,add_to_cart,340,652475,5067,398.0,6,4,376.19691093787594,2022-01-17,10
desktop,Oppo,Firefox,752,422249,2022-01-01 17:00:00,fr,Taiwan,Facebook,Organic,purchase,319,465051,4654,161.0,9,2,375.2779686328019,2022-01-18,10
desktop,Samsung,Edge,127,672838,2022-01-01 18:00:00,en,Taiwan,Facebook,CPC,page_view,582,906119,4683,216.0,6,2,138.5925385028678,2022-01-19,10
desktop,Xiaomi,Safari,790,150889,2022-01-01 19:00:00,zh,USA,Facebook,CPC,purchase,673,228506,9784,35.0,9,3,484.76629679620004,2022-01-20,10
desktop,Xiaomi,Edge,850,366833,2022-01-01 20:00:00,jp,Taiwan,Google,CPC,purchase,830,429455,9243,327.0,9,2,182.14752202589202,2022-01-21,10
desktop,Samsung,Firefox,813,223636,2022-01-01 21:00:00,fr,France,Direct,CPC,purchase,882,679625,734,168.0,8,1,57.72906374425129,2022-01-22,10
