device_category,device_mobile_brand_name,device_browser,customer_id,user_pseudo_id,event_timestamp,device_language,country,source,medium,event_name,ga_session_number,ga_session_id,item_id,transaction_id,total_item_quantity,unique_items,purchase_revenue,partition_date,partition_month
desktop,Apple,Safari,641,329253,2022-01-01 00:00:00,en,Taiwan,Direct,Organic,add_to_cart,177,481243,4,46.0,6,2,250.45192547142298,2022-01-01,02
tablet,Other,Edge,962,583919,2022-01-01 01:00:00,fr,Japan,Facebook,CPC,page_view,350,289416,322,43.0,6,4,400.12811179229936,2022-01-02,02
mobile,Oppo,Chrome,998,652430,2022-01-01 02:00:00,en,USA,Google,Organic,page_view,861,243428,5561,346.0,6,2,460.8253399456393,2022-01-03,02
mobile,Apple,Firefox,634,885023,2022-01-01 03:00:00,en,Japan,Referral,Organic,page_view,495,811360,8590,182.0,5,2,47.700233988316036,2022-01-04,02
desktop,Oppo,Edge,312,685358,2022-01-01 04:00:00,fr,Taiwan,Direct,CPC,page_view,329,644206,6961,458.0,8,4,133.5428328709402,2022-01-05,02
desktop,Xiaomi,Chrome,8,405794,2022-01-01 05:00:00,jp,Taiwan,Facebook,Social,purchase,957,954692,3748,300.0,1,4,495.5118498969928,2022-01-06,02
mobile,Oppo,Edge,603,501160,2022-01-01 06:00:00,zh,France,Referral,Organic,purchase,523,797754,6654,237.0,6,2,9.63435764479086,2022-01-07,02
mobile,Xiaomi,Edge,412,762359,2022-01-01 07:00:00,fr,Taiwan,Direct,Social,purchase,827,189971,2170,98.0,5,3,83.85493536416644,2022-01-08,02
tablet,Other,Chrome,50,948892,2022-01-01 08:00:00,en,USA,Google,Social,purchase,580,105825,5501,406.0,8,4,70.3555979033144,2022-01-09,02
mobile,Xiaomi,Chrome,148,745712,2022-01-01 09:00:00,jp,Japan,Google,Social,page_view,157,673740,6123,10.0,9,4,254.24921142186054,2022-01-10,02
tablet,Xiaomi,Chrome,895,803251,2022-01-01 10:00:00,en,Taiwan,Google,Social,add_to_cart,998,310988,145,466.0,5,3,122.8142352779892,2022-01-11,02
tablet,Xiaomi,Safari,191,201326,2022-01-01 11:00:00,en,Taiwan,Referral,Organic,purchase,99,569624,7421,328.0,5,3,469.8323774257536,2022-01-12,02
mobile,Xiaomi,Safari,762,869810,2022-01-01 12:00:00,zh,Taiwan,Referral,CPC,purchase,900,965669,1786,280.0,9,1,428.3954919926398,2022-01-13,02
desktop,Samsung,Chrome,10,635553,2022-01-01 13:00:00,zh,Japan,Google,CPC,page_view,837,436223,9806,478.0,2,3,135.35371478648534,2022-01-14,02
